listing_id,price,nbhood_full,description,room_type,host_name,last_review,borough,neighborhood
20331226,150,"Manhattan, Harlem",Private Blu Suite 1BR Brownstone 1st Fl Harlem NYC,entire home/apt,Ephraim,June 29 2019,Manhattan,Harlem
20331995,65,"Queens, Richmond Hill",Two Bedroom Apartment Queens Near  Subway to NYC,entire home/apt,Naomi,July 06 2019,Queens,Richmond Hill
20332555,239,"Manhattan, Theater District",Beautiful Apartment near Times Square Central Park,entire home/apt,Ash,June 22 2019,Manhattan,Theater District
20332842,110,"Manhattan, Hell's Kitchen",Times Square Summer Retreat,private room,Andrea,July 01 2019,Manhattan,Hell's Kitchen
20333471,0,"Bronx, East Morrisania",★Hostel Style Room | Ideal Traveling Buddies★,private room,Anisha,June 24 2019,Bronx,East Morrisania
20333831,150,"Brooklyn, Bedford-Stuyvesant",Basement Suite w/Private Entrance,entire home/apt,Jason & Kelly,July 06 2019,Brooklyn,Bedford-Stuyvesant
20337158,45,"Queens, Corona",Comfy HP“TWIN BED” 5 mins to LGA-US OPEN & 7 train,shared room,Veronica,June 30 2019,Queens,Corona
20346887,55,"Manhattan, Washington Heights",The Heights,private room,Jazmin,June 24 2019,Manhattan,Washington Heights
20353880,63,"Brooklyn, Columbia St",Spacious Home In South Brooklyn,private room,Cassia,June 29 2019,Brooklyn,Columbia St
20355471,120,"Brooklyn, Greenpoint",Large and quiet 1 BR in heart of Greenpoint,entire home/apt,Daniel,July 02 2019,Brooklyn,Greenpoint
20356040,82,"Manhattan, East Harlem",Sunny Spacious room near central park,private room,Sam,June 12 2019,Manhattan,East Harlem
20356506,139,"Manhattan, Hell's Kitchen",Beautiful Studio Right Next To Times Square!,entire home/apt,Jake,June 20 2019,Manhattan,Hell's Kitchen
20356797,110,"Queens, Ozone Park",New York Apartment in Queens,entire home/apt,Ming,July 06 2019,Queens,Ozone Park
20356865,60,"Brooklyn, Williamsburg","Cute, spacious, windowlit room in Williamsburg",private room,Isi,May 08 2019,Brooklyn,Williamsburg
20356917,70,"Manhattan, Harlem",SoHa Jewel,private room,Ronald,June 23 2019,Manhattan,Harlem
20357796,69,"Manhattan, East Harlem",True Upscale Room Experience. Amazing,private room,Iza,June 23 2019,Manhattan,East Harlem
20362385,51,"Queens, Elmhurst","Convenient bedroom, Great location, Close to all",private room,Witt,January 01 2019,Queens,Elmhurst
20363178,50,"Brooklyn, Brownsville",Small room for travelers in fresh and clean apt,private room,Alex,March 31 2019,Brooklyn,Brownsville
20363207,273,"Manhattan, Hell's Kitchen",Sophisticated & Modern NYC Urban Jewel Box,entire home/apt,Nakia,July 05 2019,Manhattan,Hell's Kitchen
20364111,212,"Manhattan, Midtown",Never Stop Exploring,entire home/apt,Leo,July 01 2019,Manhattan,Midtown
20364240,54,"Brooklyn, Crown Heights",Sunny lifestyle room,private room,Wesly/Jessica,June 23 2019,Brooklyn,Crown Heights
20365504,170,"Brooklyn, Carroll Gardens",Cozy apartment in Cobble Hill,entire home/apt,Sandy,July 01 2019,Brooklyn,Carroll Gardens
20379446,85,"Brooklyn, Bedford-Stuyvesant",Bedroom in bright cozy duplex w/ private rooftop,private room,Carolina,July 01 2019,Brooklyn,Bedford-Stuyvesant
20385039,79,"Brooklyn, East New York",Air mattress boudoir [BEST RATES],shared room,Joica,June 04 2019,Brooklyn,East New York
20385467,70,"Bronx, Westchester Square",Cozy and luxurious suite away from home,entire home/apt,Monica,July 01 2019,Bronx,Westchester Square
20387244,119,"Brooklyn, East New York",Comfy and Cozy [BEST RATE],private room,Joica,June 30 2019,Brooklyn,East New York
20387644,120,"Brooklyn, Fort Hamilton",Beautiful urban 2BR with private deck and yard!!!,entire home/apt,Stephanie,June 17 2019,Brooklyn,Fort Hamilton
20387815,71,"Manhattan, Harlem",Quiet Harlem Studio w/ Backyard & Close to Train,entire home/apt,Trinity,July 01 2019,Manhattan,Harlem
20388056,170,"Manhattan, Gramercy",studio in gramercy park,entire home/apt,Mitch,January 01 2019,Manhattan,Gramercy
20390763,50,"Manhattan, Harlem",Private Guest Room in Manhattan,private room,Lauren,July 03 2019,Manhattan,Harlem
20392393,129,"Manhattan, Kips Bay",Cozy midtown apt next to metro & Empire State bldg,entire home/apt,Spencer,June 13 2019,Manhattan,Kips Bay
20393120,99,"Manhattan, East Harlem",Amazing Art Deco studio with backyard in Manhattan,entire home/apt,Dario,June 21 2019,Manhattan,East Harlem
20395432,144,"Brooklyn, Williamsburg",Bright Beautiful Creative Luxury 1BR Williamsburg,entire home/apt,Mitch,July 06 2019,Brooklyn,Williamsburg
20395608,55,"Bronx, East Morrisania",★ Warm NYC Getaway ★ | Walk/Transit Score 85+ |,private room,Anisha,June 18 2019,Bronx,East Morrisania
20395737,170,"Brooklyn, Bedford-Stuyvesant","Penthouse apartment, 3 bedrooms, great location.",entire home/apt,Thomas,March 31 2019,Brooklyn,Bedford-Stuyvesant
20403568,125,"Brooklyn, Greenpoint",Guest Suite in beautiful Brooklyn Brownstone,entire home/apt,Virginie,June 22 2019,Brooklyn,Greenpoint
20405148,105,"Manhattan, Midtown","Clean, Near Central Park and Subway",private room,Anton,June 23 2019,Manhattan,Midtown
20405868,85,"Brooklyn, Fort Hamilton","Large 1BR in Bay Ridge, Brooklyn",entire home/apt,James,January 22 2019,Brooklyn,Fort Hamilton
20405958,300,"Manhattan, Upper West Side",2BED 2 BATH CENTRAL PARK /BALCONY /COLUMBUS CIRCLE,entire home/apt,Emily,March 29 2019,Manhattan,Upper West Side
20406102,150,"Manhattan, Gramercy",Union SQ / Cozy & Quiet Room ! 5mins to Times SQ,private room,Tommy,June 20 2019,Manhattan,Gramercy
20406627,80,"Queens, Jackson Heights",Clean and cozy room!!!! Close to Everything!!!!,private room,Isadora,January 02 2019,Queens,Jackson Heights
20406982,75,"Brooklyn, Borough Park","Spacious and Cozy apartment, minutes to Manhattan!",private room,Valentina,June 10 2019,Brooklyn,Borough Park
20407916,300,"Brooklyn, Williamsburg",Renovated 3 BED 2 BATH Williamsburg Townhouse APT,entire home/apt,Sung Ae,June 23 2019,Brooklyn,Williamsburg
20409753,69,"Manhattan, East Village",COZY NEST/Coffee and Bagel,shared room,Carol,April 24 2019,Manhattan,East Village
20412884,409,"Manhattan, Midtown",2 Bedroom + 2 Bathrooms | Excellent Location,entire home/apt,Val,June 19 2019,Manhattan,Midtown
20417878,38,"Brooklyn, Crown Heights",Simple Room in Heart of Crown Heights (Women Only),private room,Mana,June 02 2019,Brooklyn,Crown Heights
20418684,185,"Manhattan, East Village",East Village / Alphabet City 1BR,entire home/apt,Kevin,May 05 2019,Manhattan,East Village
20420311,50,"Brooklyn, Bushwick",Efficiency-like rental,private room,Lesley / Eric,January 02 2019,Brooklyn,Bushwick
20420499,75,"Brooklyn, Fort Greene",Urban Oasis,private room,Gina,June 22 2019,Brooklyn,Fort Greene
20424288,250,"Manhattan, SoHo",Quintessential Soho Loft,entire home/apt,Tobias,February 28 2019,Manhattan,SoHo
20425060,50,"Brooklyn, Bedford-Stuyvesant",Warm and Inviting Getaway,private room,Nikki,June 05 2019,Brooklyn,Bedford-Stuyvesant
20425579,250,"Manhattan, Hell's Kitchen",Beautiful 2 Bedroom apt. close to Times Sq.,entire home/apt,Javier,June 21 2019,Manhattan,Hell's Kitchen
20425764,295,"Queens, Long Island City",Cozy Bright 3bedroom apt. 10 min from times sq.,entire home/apt,Jamal,July 07 2019,Queens,Long Island City
20426726,75,"Brooklyn, Canarsie",Brooklyn's finest,private room,Xie,June 03 2019,Brooklyn,Canarsie
20427684,45,"Queens, Corona","TWIN BED. Walk to US OPEN, LGA AIRPORT & CITIFIELD",shared room,Veronica,June 29 2019,Queens,Corona
20433620,170,"Manhattan, Midtown",Time square/ Bryant park,entire home/apt,Jonathan,June 23 2019,Manhattan,Midtown
20433673,80,"Manhattan, SoHo",Tiny Apt,private room,Jakelina,June 26 2019,Manhattan,SoHo
20435636,80,"Brooklyn, Greenpoint",Stay like a local in Willamsburg/Greenpoint - NYC,private room,Tolga,January 21 2019,Brooklyn,Greenpoint
20436075,45,"Queens, Douglaston","Douglaston apartment Room B
(2nd room )",private room,Leonard,February 02 2019,Queens,Douglaston
20436117,120,"Brooklyn, Williamsburg","Bright, Clean, Private - 10 Minutes to Manhattan",entire home/apt,Morgan,June 17 2019,Brooklyn,Williamsburg
20437233,70,"Bronx, Claremont Village",Comfy room with great bed and private bathroom,private room,Farrel,May 28 2019,Bronx,Claremont Village
20440432,85,"Manhattan, Harlem",Awesome Room 15 Minutes from Time Square,private room,Cesar,June 09 2019,Manhattan,Harlem
20440757,80,"Brooklyn, East Flatbush",GREEN  OASIS,private room,Denise,May 31 2019,Brooklyn,East Flatbush
20445845,255,"Brooklyn, Williamsburg",Urban Fun House in Heart of Williamsburg Brooklyn!,entire home/apt,James,May 18 2019,Brooklyn,Williamsburg
20451100,65,"Manhattan, Harlem",Quiet haven 15 mimutes to Time square,private room,Ousmane,March 24 2019,Manhattan,Harlem
20454481,100,"Bronx, Kingsbridge",Cute Studio In Riverdale NYC,entire home/apt,Taylor,June 03 2019,Bronx,Kingsbridge
20457624,60,"Queens, Astoria",The Suite Spot! Queen Tempurpedic in Luxury Apt,private room,Rose,February 25 2019,Queens,Astoria
20459741,66,"Brooklyn, East Flatbush",Brooklyn Gem,private room,Lorene,May 06 2019,Brooklyn,East Flatbush
20459818,165,"Brooklyn, Bedford-Stuyvesant",Size  and Comfort  Matter!,entire home/apt,Johny,July 05 2019,Brooklyn,Bedford-Stuyvesant
20466016,100,"Queens, Flushing",Feel at Home in this Lovely 1 Bedroom in Flushing,entire home/apt,Alan,May 05 2019,Queens,Flushing
20467141,90,"Manhattan, Harlem",Private Bed and Bath by Morningside/Central Park!,private room,Kellie,July 06 2019,Manhattan,Harlem
20469195,144,"Manhattan, East Village","Secluded Room in EV, Private Patio, Open Kitchen!",private room,Imri,January 01 2019,Manhattan,East Village
20474033,210,"Brooklyn, Greenpoint",The Apollo,entire home/apt,Anthony,May 19 2019,Brooklyn,Greenpoint
20476397,350,"Manhattan, Greenwich Village",Bright & Comfy 2-BR in heart of Greenwich Village,entire home/apt,Gavin,May 26 2019,Manhattan,Greenwich Village
20476779,68,"Staten Island, St. George",Enjoy Manhattan without paying Manhattan prices,private room,Diana,May 20 2019,Staten Island,St. George
20479197,60,"Queens, Astoria",The Cozy Corner - Private Room w/ Laundry,private room,Rose,June 05 2019,Queens,Astoria
20479960,60,"Queens, Forest Hills",Garden mini apt minutes from Manhattan (studio),entire home/apt,Jean,July 06 2019,Queens,Forest Hills
20480431,110,"Brooklyn, East Flatbush",Charming home away from home,entire home/apt,Jacqueline,May 26 2019,Brooklyn,East Flatbush
20480983,69,"Bronx, Concourse",Unique Exposed Brick Loft Studio in Townhouse,entire home/apt,Eric,July 01 2019,Bronx,Concourse
20482130,59,"Brooklyn, Clinton Hill",Beautiful space in Clinton Hill,private room,Christian,January 02 2019,Brooklyn,Clinton Hill
20482151,200,"Manhattan, Hell's Kitchen",Times Square Luxe Studio with Amazing Amenities,entire home/apt,Francis,June 23 2019,Manhattan,Hell's Kitchen
20483744,120,"Manhattan, Hell's Kitchen",Be a local in Midtown Manhattan!,private room,Alfredo,June 14 2019,Manhattan,Hell's Kitchen
20485253,95,"Manhattan, Financial District",Spacious Bedroom in Luxury Downtown,private room,Bret,June 19 2019,Manhattan,Financial District
20493318,60,"Brooklyn, East New York",Oasis in Brooklyn,private room,Kevin,June 20 2019,Brooklyn,East New York
20494672,295,"Brooklyn, Park Slope",Private top-floor in owner occupied  Brownstone,entire home/apt,Paula,June 11 2019,Brooklyn,Park Slope
20497487,226,"Manhattan, Hell's Kitchen",Cozy Entire Apartment near Time Square.,entire home/apt,Pong,June 01 2019,Manhattan,Hell's Kitchen
20498653,40,"Brooklyn, Bushwick",Bushwick Renovated Apartment,private room,Banty,January 04 2019,Brooklyn,Bushwick
20499320,125,"Manhattan, Harlem",Electric NYC + Luxury Room = Best vacation ever!,private room,Javier,July 01 2019,Manhattan,Harlem
20499692,245,"Manhattan, Chelsea",Spacious Chelsea Condo MUST SEE,entire home/apt,Pieter,June 18 2019,Manhattan,Chelsea
20501156,65,"Brooklyn, East New York",H.O.M.E (House of M.D. Experience),entire home/apt,Sandra,June 08 2019,Brooklyn,East New York
20503833,77,"Manhattan, Upper West Side",Private Room By Central Park,private room,Maya,June 30 2019,Manhattan,Upper West Side
20506481,195,"Manhattan, Chelsea",Cozy Chelsea Apartment,entire home/apt,Kimberly,June 24 2019,Manhattan,Chelsea
20511790,99,"Queens, Queens Village",JFK Walk-Up Get-Away!,entire home/apt,Steve,May 01 2019,Queens,Queens Village
20515035,75,"Manhattan, Harlem",MASSIVE ROOM IN BEAUTIFUL HARLEM BROWNSTONE,private room,Nicholas,March 17 2019,Manhattan,Harlem
20516112,89,"Brooklyn, Williamsburg","Sunny, spacious room in Williamsburg Brooklyn Apt",private room,Mike,June 25 2019,Brooklyn,Williamsburg
20517554,265,"Manhattan, Nolita","*Light & Love* vibrant, historic, sleeps 4",entire home/apt,Jc,June 23 2019,Manhattan,Nolita
20518193,400,"Brooklyn, Crown Heights",Luxurious 4 Bedroom 2.5 Bath Duplex in Brooklyn,entire home/apt,Charmine,June 28 2019,Brooklyn,Crown Heights
20518456,160,"Manhattan, Financial District",Bright & Luxurious Studio in Financial District,entire home/apt,Sharon,June 30 2019,Manhattan,Financial District
20521505,105,"Brooklyn, Crown Heights",1 BR Suite Minutes to Botanic Gardens!,entire home/apt,Laura,June 29 2019,Brooklyn,Crown Heights
20522061,495,"Manhattan, Flatiron District",Fabulous flat iron 2 bedroom 2 bathroom,entire home/apt,Lisa,June 09 2019,Manhattan,Flatiron District
20523741,34,"Brooklyn, Cypress Hills",Cozy Mini Studio Prvt Bath & Kitchen 15 Mins JFK,entire home/apt,Radhames,June 30 2019,Brooklyn,Cypress Hills
20523843,0,"Brooklyn, Bushwick","MARTIAL LOFT 3: REDEMPTION (upstairs, 2nd room)",private room,Martial Loft,May 18 2019,Brooklyn,Bushwick
20524177,85,"Manhattan, Upper East Side","Big Apt/big bedroom,  71st & 1st Ave",private room,Michael,March 20 2019,Manhattan,Upper East Side
20529328,70,"Brooklyn, Bedford-Stuyvesant",Double Bed Private Retreat,private room,Lay,June 03 2019,Brooklyn,Bedford-Stuyvesant
20529760,70,"Brooklyn, Bedford-Stuyvesant",Excellent Double Room,private room,Lay,June 21 2019,Brooklyn,Bedford-Stuyvesant
20530264,60,"Brooklyn, Bedford-Stuyvesant",Great Single Room,private room,Lay,June 23 2019,Brooklyn,Bedford-Stuyvesant
20532190,300,"Brooklyn, Brownsville",Brooklyn Garden Apartment,entire home/apt,Lou,June 02 2019,Brooklyn,Brownsville
20535581,74,"Brooklyn, Fort Greene",Private Room in a Modern Fort Greene Apartment,private room,John,March 27 2019,Brooklyn,Fort Greene
20541715,105,"Bronx, Mount Hope",Comfort Zone/spacious condo/3 minutes from subway,entire home/apt,Will,July 05 2019,Bronx,Mount Hope
20542273,150,"Brooklyn, Williamsburg",Bright & Sunny Prime Williamsburg Private Room,private room,Jeff,June 21 2019,Brooklyn,Williamsburg
20542510,32,"Staten Island, Concord",Room 1 Private Lower Level Getaway w/ Window  (Lower Level 1),private room,Amardeep,April 21 2019,Staten Island,Concord
20547687,260,"Manhattan, East Village",Newly listed stylish 2BR duplex in East Village,entire home/apt,Sophie,July 01 2019,Manhattan,East Village
20552326,80,"Queens, Jamaica",Bedroom #1  in Queens,private room,Norma,June 23 2019,Queens,Jamaica
20553159,95,"Manhattan, East Village",VERY SPACIOUS COZY ROOM IN HIP EAST VILLAGE AREA,private room,Hanna,April 28 2019,Manhattan,East Village
20557646,50,"Manhattan, Harlem",Small cozy room close to most NYC attractions.,private room,Anna,January 07 2019,Manhattan,Harlem
20558461,44,"Queens, Rego Park","Big Private Room in shared apt in Rego Park, NY",private room,Abdul,January 01 2019,Queens,Rego Park
20561751,38,"Queens, Flushing",阳光民宿 单房干净舒适｡“和缘国旅”了解更多旅游､民宿 (Website hidden by Airbnb),private room,Emmy,February 12 2019,Queens,Flushing
20565375,325,"Manhattan, East Harlem",Luxury New 2 bed Apartment By Central Park North,entire home/apt,Lilian,May 14 2019,Manhattan,East Harlem
20566445,139,"Brooklyn, Williamsburg",Amazing Backyard Studio (Williamsburg),entire home/apt,Jermaine,June 15 2019,Brooklyn,Williamsburg
20570202,100,"Brooklyn, East New York",Cozy Apartment With Private Backyard,entire home/apt,Chukwudike,February 17 2019,Brooklyn,East New York
20572271,55,"Manhattan, Morningside Heights",5 Mins Walk to Columbia University,private room,Tiara,January 25 2019,Manhattan,Morningside Heights
20572472,275,"Brooklyn, Fort Greene",Unique Fort Greene Getaway with Private Deck,entire home/apt,Emilia And Michael,July 07 2019,Brooklyn,Fort Greene
20572801,79,"Manhattan, East Harlem","Beautiful, sunlit private room in Spanish Harlem",private room,Michele,April 27 2019,Manhattan,East Harlem
20572848,40,"Manhattan, Washington Heights","Large Clean Room, close to the A-Train",private room,Dorian,June 22 2019,Manhattan,Washington Heights
20573255,105,"Brooklyn, Prospect Heights",1 Bedroom Apt. Minutes from Manhattan - No Parties,entire home/apt,Dora,June 23 2019,Brooklyn,Prospect Heights
20574057,64,"Brooklyn, Brooklyn Heights","Spacious BK Heights room, walk to Brooklyn Bridge",private room,William,June 11 2019,Brooklyn,Brooklyn Heights
20580419,75,"Brooklyn, East Flatbush",Sunset room,private room,Denise,May 22 2019,Brooklyn,East Flatbush
20581430,100,"Bronx, Fordham",Large Condo by Fordham University,entire home/apt,Will,July 01 2019,Bronx,Fordham
20581823,50,"Bronx, Wakefield","NO XTRA  FEES: Big single room, work station, TV",private room,Shera,June 28 2019,Bronx,Wakefield
20581903,49,"Brooklyn, Brownsville",Astounding room/Upgrade to full apartment,private room,Lou,June 25 2019,Brooklyn,Brownsville
20583325,150,"Manhattan, Murray Hill",Cool studio in midtown Manhattan,entire home/apt,Stanley,January 25 2019,Manhattan,Murray Hill
20583443,300,"Manhattan, Lower East Side",Chic & Sunlit  w/ a lovely Private Terrace in LES,entire home/apt,Kelsi,June 10 2019,Manhattan,Lower East Side
20583769,49,"Brooklyn, Brownsville",Comfy Room w/UPGRADE to entire apartment,private room,Lou,June 11 2019,Brooklyn,Brownsville
20584207,245,"Brooklyn, Crown Heights",Sunny and Large Brooklyn Apartment!,entire home/apt,Hod & Chaya,April 28 2019,Brooklyn,Crown Heights
20584333,60,"Brooklyn, Bedford-Stuyvesant",Outstanding Private Room + Bath + Outdoor Space,private room,Candi,April 14 2019,Brooklyn,Bedford-Stuyvesant
20586070,275,"Manhattan, Upper West Side",UPPER WEST 2BED 2BATH HIGH FLOOR/ LINCOLN CENTER,entire home/apt,Emily,June 20 2019,Manhattan,Upper West Side
20586647,120,"Manhattan, East Harlem",Large Studio near Central Park,entire home/apt,Christford,June 18 2019,Manhattan,East Harlem
20587057,150,"Brooklyn, Williamsburg","Quiet 1BR in Williamsburg BK, 11 min to Manhattan",entire home/apt,Carly,June 02 2019,Brooklyn,Williamsburg
20587853,250,"Manhattan, Financial District",Luxury 1 BR Steps to World Trade Center! #10248,entire home/apt,Emma,June 30 2019,Manhattan,Financial District
20589695,120,"Brooklyn, Greenpoint",Beautiful Home in the Heart of Greenpoint,entire home/apt,Victoria,May 26 2019,Brooklyn,Greenpoint
20589880,115,"Manhattan, Hell's Kitchen",Cute Columbus Circle Apt - Close to Park & Subway,entire home/apt,Leigh,February 15 2019,Manhattan,Hell's Kitchen
20590180,47,"Brooklyn, East Flatbush",Secret Garden,private room,Lawrence & Patrice,May 13 2019,Brooklyn,East Flatbush
20590523,150,"Manhattan, Lower East Side",Sunny Hideout in the Heart of Manhattan's LES,entire home/apt,Daniel,June 17 2019,Manhattan,Lower East Side
20590800,65,"Brooklyn, Crown Heights","5Star Super Convenient & Spacious BR, 1st Flr Apt",private room,Walker,June 27 2019,Brooklyn,Crown Heights
20591404,140,"Manhattan, Hell's Kitchen",Charming Room with Private Bathroom,private room,Alfredo,June 22 2019,Manhattan,Hell's Kitchen
20591509,47,"Brooklyn, East Flatbush",Garden Light,private room,Lawrence & Patrice,June 22 2019,Brooklyn,East Flatbush
20597491,62,"Queens, South Ozone Park",Very Nice Apartment close to JFK Airport!!,entire home/apt,Yvette,June 25 2019,Queens,South Ozone Park
20599017,188,"Manhattan, Lower East Side",Lower East Side Private room.,private room,Rik,January 29 2019,Manhattan,Lower East Side
20600357,44,"Brooklyn, Flatbush","Experiencing Tranquility in Private Home, Room # 1",private room,Bruce & Cyrina,June 22 2019,Brooklyn,Flatbush
20604989,180,"Brooklyn, Greenpoint",Very Clean Condo In the Heart Of Trendy Greenpoint,entire home/apt,Sal,June 09 2019,Brooklyn,Greenpoint
20605399,170,"Brooklyn, Borough Park",Brooklyn travel house #6,private room,Jerry,March 17 2019,Brooklyn,Borough Park
20607819,172,"Manhattan, East Harlem","1,600sq ft modern duplex in new harlem brownstone",entire home/apt,Harlem,June 19 2019,Manhattan,East Harlem
20614820,145,"Manhattan, Chinatown",Bright & Spacious Chinatown Loft,entire home/apt,Jaymie,July 02 2019,Manhattan,Chinatown
20615932,74,"Brooklyn, Bushwick",1 Bedroom Garden Level Apt In Bushwick,entire home/apt,Jonathan,June 17 2019,Brooklyn,Bushwick
20616492,175,"Manhattan, Greenwich Village",Private West Village apt by Washington Square Park,entire home/apt,Russell,June 13 2019,Manhattan,Greenwich Village
20616888,48,"Brooklyn, East Flatbush","Experiencing Tranquality in Private Home, Room #2.",private room,Bruce & Cyrina,June 28 2019,Brooklyn,East Flatbush
20619757,130,"Brooklyn, Bedford-Stuyvesant",Bed Stuy Renovated Gem,entire home/apt,Gabe,June 18 2019,Brooklyn,Bedford-Stuyvesant
20621413,699,"Manhattan, Midtown",2-Bedroom Presidential 1 - Wyndham Midtown 45,entire home/apt,Aaron,April 11 2019,Manhattan,Midtown
20624287,37,"Brooklyn, Bedford-Stuyvesant",Spacious & comfy BK bedroom 30mins from Manhattan.,private room,Perin,February 14 2019,Brooklyn,Bedford-Stuyvesant
20624427,65,"Manhattan, Harlem",Private room in quiet West Harlem Upper Manhattan,private room,John,July 06 2019,Manhattan,Harlem
20624817,270,"Manhattan, Midtown",Co-op Apartment in The Lombardy Hotel- 300 sq. ft.,entire home/apt,Ian,June 19 2019,Manhattan,Midtown
20631204,67,"Brooklyn, Bedford-Stuyvesant",BED-STUY BRILLIANCE - Cozy/Spacious Private Room,private room,Duane,January 02 2019,Brooklyn,Bedford-Stuyvesant
20636416,182,"Brooklyn, Williamsburg","Sunny Williamsburg Loft, minutes to Manhattan",entire home/apt,Christopher,June 24 2019,Brooklyn,Williamsburg
20636888,54,"Queens, Flushing",tidy room with PRIVATE BATH & PRIVATE ENTRANCE,private room,Jim&Lisa,July 03 2019,Queens,Flushing
20636966,400,"Manhattan, Lower East Side",Beautiful Lower East Side Loft,entire home/apt,Nick,July 04 2019,Manhattan,Lower East Side
20639311,140,"Queens, Sunnyside","Modern, Quiet & Ultra Clean 1 BDRM Steps Subway",entire home/apt,Jamie,July 02 2019,Queens,Sunnyside
20639628,0,"Brooklyn, Bedford-Stuyvesant",Spacious comfortable master bedroom with nice view,private room,Adeyemi,June 15 2019,Brooklyn,Bedford-Stuyvesant
20639792,0,"Brooklyn, Bedford-Stuyvesant",Contemporary bedroom in brownstone with nice view,private room,Adeyemi,June 21 2019,Brooklyn,Bedford-Stuyvesant
20639914,0,"Brooklyn, Bedford-Stuyvesant",Cozy yet spacious private brownstone bedroom,private room,Adeyemi,June 23 2019,Brooklyn,Bedford-Stuyvesant
20640353,105,"Brooklyn, Williamsburg",Beautiful Bright Stay in Williamsburg,private room,Eryka,June 22 2019,Brooklyn,Williamsburg
20641332,139,"Manhattan, Lower East Side",COZY L.E.S APARTMENT,entire home/apt,Danny,April 28 2019,Manhattan,Lower East Side
20641534,100,"Brooklyn, Bushwick",❤️Quiet room w/PRIVATE BATHROOM near Manhattan!⭐️,private room,Maria,June 20 2019,Brooklyn,Bushwick
20641793,130,"Brooklyn, Brighton Beach",Modern Studio 1 block away from the beach,entire home/apt,Michael,June 20 2019,Brooklyn,Brighton Beach
20649144,77,"Manhattan, Harlem",Private & Cozy Room. 20 minutes from Times Square,private room,Oscar,July 01 2019,Manhattan,Harlem
20650006,65,"Brooklyn, Bedford-Stuyvesant","Beautiful spacious room, easy city access",private room,Katharina,June 03 2019,Brooklyn,Bedford-Stuyvesant
20650014,220,"Manhattan, Kips Bay",EMPIRE STATE BUILDING APARTMENT,entire home/apt,Rammi,June 22 2019,Manhattan,Kips Bay
20652600,179,"Brooklyn, Bedford-Stuyvesant","Sun Drenched, Extra Large 1 Bdrm Clinton Hill Apt",entire home/apt,Kenya & Paul,June 26 2019,Brooklyn,Bedford-Stuyvesant
20652620,49,"Manhattan, Murray Hill",Single Bed A in Sharing Room near Grand Central,shared room,Mizue,June 27 2019,Manhattan,Murray Hill
20652753,49,"Manhattan, Murray Hill",Single Bed B in Sharing room near Grand Central,shared room,Mizue,June 25 2019,Manhattan,Murray Hill
20653090,90,"Brooklyn, Bushwick","Spacious, private bedroom in Brooklyn",private room,Spenser,June 09 2019,Brooklyn,Bushwick
20653520,50,"Brooklyn, Flatbush","Experiencing tranquility in Private Home, Room #4",private room,Bruce & Cyrina,June 29 2019,Brooklyn,Flatbush
20653657,499,"Manhattan, Hell's Kitchen",️CENTRALLY LOCATED️- Great for Families + Groups,entire home/apt,Devin,January 25 2019,Manhattan,Hell's Kitchen
20654072,36,"Brooklyn, Kensington",Quiet&Comfy Private Room near F/G train,private room,Qingming,April 27 2019,Brooklyn,Kensington
20655740,275,"Manhattan, Lower East Side",Penthouse Studio with Queen Bed & Private Rooftop,entire home/apt,Kate,May 22 2019,Manhattan,Lower East Side
20655777,80,"Brooklyn, Flatbush","Studio apartment by prospect park, catslovers only",entire home/apt,Svetlana,January 01 2019,Brooklyn,Flatbush
20659193,35,"Bronx, Wakefield",Great Value! Private room in the northeast bronx,private room,Jose,June 10 2019,Bronx,Wakefield
20662043,50,"Brooklyn, East Flatbush",Brklyn · 2 Cozy Bedrooms one with private bathroom,private room,Jorge,July 05 2019,Brooklyn,East Flatbush
20663644,85,"Brooklyn, Windsor Terrace",Elegant Brooklyn Studio in Luxury Amenity Building,entire home/apt,Jacqueline,May 20 2019,Brooklyn,Windsor Terrace
20663839,110,"Manhattan, East Village",Welcome to YURT -- private room in East Village,private room,Sarah,May 09 2019,Manhattan,East Village
20663936,37,"Brooklyn, Greenpoint","Cozy, private bedroom in Greenpoint/Williamsburg",private room,Bryan,June 30 2019,Brooklyn,Greenpoint
20665380,135,"Brooklyn, Crown Heights",Modern 2 bedrooms Apt in brand new building.,entire home/apt,Yassir,June 02 2019,Brooklyn,Crown Heights
20665530,120,"Manhattan, Chinatown","LES/Chinatown, Bright & cozy private bedroom",private room,Alpana,July 05 2019,Manhattan,Chinatown
20667572,69,"Brooklyn, Bushwick",Artist's Room in Prime Bushwick,private room,Lux,July 07 2019,Brooklyn,Bushwick
20674176,70,"Manhattan, Hell's Kitchen",Nice  room midtown Manhattan 6rs,private room,Artem,January 03 2019,Manhattan,Hell's Kitchen
20675762,33,"Brooklyn, East Flatbush",Medical Student Room C,private room,Rosemarie,June 12 2019,Brooklyn,East Flatbush
20676192,198,"Queens, Flushing",30+Day Stay:1000 sq Bsmt Great Living with Deck,entire home/apt,Ali,June 12 2019,Queens,Flushing
